trail_name,length,difficulty,city,popularity,rating,local_club,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
continental loop,1.8,EASY/INTERMEDIATE,Flagstaff,0.803141361,4.3,USFS - Coconino National Forest Office,66,68,1,5,6865,6804,Unknown,Unknown
tortolita access trail,2.9,EASY/INTERMEDIATE,Catalina,0.802094241,4.2,,151,100,2,8,3092,2963,Unknown,Unknown
bo's loop,1.6,EASY/INTERMEDIATE,Tanque Verde,0.80104712,4.3,,89,56,2,5,2837,2790,Unknown,Not Allowed
double butte loop,2.3,EASY/INTERMEDIATE,Tempe Junction,0.8,3.4,City of Phoenix - Trails and Desert Preserves,114,113,2,5,1357,1244,Leashed,Unknown
last frontier,4.3,DIFFICULT,West Sedona,0.79895288,3.7,Verde Valley Cyclists Coalition,319,581,4,18,4453,4123,Unknown,Unknown
teacup,2.1,DIFFICULT,West Sedona,0.797905759,3.7,Verde Valley Cyclists Coalition,201,289,4,15,4683,4468,Unknown,Unknown
willow trail #347,6.6,INTERMEDIATE/DIFFICULT,Prescott,0.796858639,4,,496,790,4,18,5889,5189,Unknown,Unknown
scenic trail,3.5,INTERMEDIATE,Rio Verde,0.795811518,3.7,Maricopa County Parks,243,272,3,12,2003,1746,Unknown,Allowed
jedi trail,1.5,DIFFICULT,Flagstaff,0.794764398,3.9,Flagstaff Biking Organization,59,366,5,19,8350,8013,Unknown,Unknown
feldmeier trail #330,2.6,INTERMEDIATE/DIFFICULT,Prescott,0.793717277,3.9,Prescott Mountain Bike Alliance,81,489,4,11,6126,5708,Unknown,Unknown
bell pass trail,3.3,DIFFICULT,Fountain Hills,0.792670157,4,Desert Foothills Mountain Bike Association,1187,622,10,35,3197,2021,Unknown,Not Allowed
whiskey bottle trail,3.1,INTERMEDIATE,Rio Verde,0.791623037,3.9,City of Scottsdale,287,64,2,9,2770,2548,Leashed,Not Allowed
pass mountain trail,7.2,DIFFICULT,Apache Junction,0.790575916,3,,1141,1139,6,39,2632,1889,Unknown,Unknown
iron king trail,4.2,EASY,Prescott Valley,0.789528796,3.9,Prescott Mountain Bike Alliance,217,87,1,3,5195,4999,Leashed,Unknown
warpaint loop,1.6,EASY/INTERMEDIATE,Guadalupe,0.788481675,3.7,City of Phoenix - Trails and Desert Preserves,95,103,2,4,1476,1383,Unknown,Allowed
blevins,3.1,EASY/INTERMEDIATE,Apache Junction,0.787434555,3.6,Maricopa County Parks,135,137,2,5,1898,1802,Unknown,Allowed
136th st. express,7,EASY,Rio Verde,0.786387435,4,City of Scottsdale,260,59,1,4,2698,2494,Leashed,Not Allowed
ironwood trail,4.9,EASY/INTERMEDIATE,Tucson Estates,0.785340314,3.9,Sonoran Desert Mountain Bicyclists,353,7,1,6,2775,2428,Unknown,Unknown
coachwhip trail,2.6,INTERMEDIATE,Fountain Hills,0.784293194,4,,215,350,4,9,2433,2176,Unknown,Allowed
#297 smith ravine trail,2.9,INTERMEDIATE/DIFFICULT,Prescott,0.783246073,4,Prescott Mountain Bike Alliance,1040,156,8,15,6953,6070,Unknown,Unknown
ramshead,1.1,INTERMEDIATE,West Sedona,0.782198953,4,Verde Valley Cyclists Coalition,84,76,3,6,4092,4043,Unknown,Unknown
moon rock,1.5,EASY/INTERMEDIATE,Apache Junction,0.781151832,3.9,Maricopa County Parks,28,73,1,3,1871,1798,Unknown,Allowed
old post trail,2.7,INTERMEDIATE/DIFFICULT,West Sedona,0.780104712,3.6,,461,191,5,10,4430,4029,Unknown,Unknown
toothaker,4.2,INTERMEDIATE/DIFFICULT,Goodyear,0.779057592,3.6,West Valley Trail Alliance,371,199,3,12,1347,1028,Unknown,Allowed
skywalker trail #669,1.9,INTERMEDIATE,West Sedona,0.778010471,3.8,,234,229,5,13,4575,4361,Unknown,Unknown
cliff walk trail,2.9,EASY/INTERMEDIATE,Cave Creek,0.776963351,4,,118,25,1,5,1864,1749,Leashed,Unknown
bursera trail,3,DIFFICULT,Laveen,0.77591623,3.7,City of Phoenix - Trails and Desert Preserves,901,612,10,27,1881,1310,Unknown,Allowed
upper brookbank,2.1,INTERMEDIATE/DIFFICULT,Flagstaff,0.77486911,4,Flagstaff Biking Organization,499,190,6,22,8691,8325,Unknown,Unknown
butterfield,2.6,INTERMEDIATE,Goodyear,0.77382199,4,Maricopa County Parks,318,132,3,10,1310,995,Unknown,Allowed
thumper,2.1,INTERMEDIATE/DIFFICULT,Cottonwood,0.772774869,4,Arizona State Parks,98,350,4,11,3878,3556,Unknown,Unknown
maverick trail,1.5,INTERMEDIATE,Carefree,0.771727749,3.8,,78,27,1,4,2797,2737,Leashed,Unknown
rainbow valley,4.4,INTERMEDIATE,Goodyear,0.770680628,3.9,West Valley Trail Alliance,620,449,5,15,1358,1026,Unknown,Allowed
middlegate trail,2.5,INTERMEDIATE/DIFFICULT,Catalina,0.769633508,3.5,Sonoran Desert Mountain Bicyclists,281,341,5,15,3503,3187,Unknown,Unknown
goat trail,0.3,DIFFICULT,Guadalupe,0.768586387,3.9,City of Phoenix - Trails and Desert Preserves,7,191,11,19,1773,1589,Unknown,Allowed
bittersweet,2,INTERMEDIATE/DIFFICULT,Drexel Heights,0.767539267,3.9,Sonoran Desert Mountain Bicyclists,148,100,2,15,2751,2662,Unknown,Unknown
lime kiln,2.6,INTERMEDIATE,Cottonwood,0.766492147,4,Arizona State Parks,117,295,3,16,3608,3322,Unknown,Unknown
rock wren trail,2,INTERMEDIATE/DIFFICULT,Tucson Estates,0.765445026,3.9,,99,157,2,10,2892,2783,Unknown,Unknown
lakeshore trail,1.8,DIFFICULT,Prescott Valley,0.764397906,4,Prescott Mountain Bike Alliance,143,137,3,11,5219,5155,Leashed,Unknown
windgate pass trail,3.1,DIFFICULT,Fountain Hills,0.763350785,4,,902,475,9,29,3014,2174,Leashed,Not Allowed
black canyon trail (bct) - bumblebee th to treasure mine rd,10.7,INTERMEDIATE,Black Canyon City,0.762303665,3.9,Black Canyon Trail Coalition,1060,759,3,11,3115,2499,Unknown,Allowed
circumference trail,5.7,DIFFICULT,Anthem,0.761256545,3,City of Phoenix - Trails and Desert Preserves,702,699,5,19,1776,1487,Leashed,Unknown
el grupo loop,2.5,INTERMEDIATE,Tucson Estates,0.760209424,4,"Pima County - Natural Resources, Parks and Recreation",208,208,3,11,2711,2506,Unknown,Not Allowed
maus,3.4,INTERMEDIATE,Catalina,0.759162304,4,,247,261,3,13,3739,3528,Unknown,Unknown
lower miller canyon trail,2,INTERMEDIATE/DIFFICULT,Sierra Vista Southeast,0.758115183,4,,2,636,6,14,5713,5077,Unknown,Unknown
outside loop (purple),5.4,INTERMEDIATE,Prescott,0.757068063,4,,288,279,2,7,5443,5256,Leashed,Unknown
high point,4.2,INTERMEDIATE,Oracle,0.756020942,4,,299,336,3,9,4112,3804,Unknown,Unknown
bridge trail,0.9,INTERMEDIATE/DIFFICULT,Kachina Village,0.754973822,4,Coconino County and the City of Flagstaff,45,43,2,5,7066,7046,Unknown,Unknown
power rd trail,1.6,INTERMEDIATE,Fountain Hills,0.753926702,4,USFS - Tonto National Forest Office,18,83,1,4,1581,1503,Unknown,Unknown
gateway trail,1.5,EASY/INTERMEDIATE,Cave Creek,0.752879581,4,,34,102,2,6,1960,1862,Unknown,Unknown
skunk canyon connector,1.4,INTERMEDIATE/DIFFICULT,Flagstaff,0.751832461,4,USFS - Coconino National Forest Office,0,189,3,8,6881,6692,Off-leash,Unknown
taliesin trail,2.3,INTERMEDIATE,Fountain Hills,0.75078534,4,Maricopa County Parks,3,428,4,6,1968,1543,Unknown,Not Allowed
caliche flats trail,2.4,EASY/INTERMEDIATE,Tucson Estates,0.74973822,4,"Pima County - Natural Resources, Parks and Recreation",5,117,1,3,2543,2429,Unknown,Unknown
50 year trail segment,3.8,INTERMEDIATE,Catalina,0.748691099,3.5,Sonoran Desert Mountain Bicyclists,394,57,2,13,3537,3196,Unknown,Unknown
cat peaks,1.1,INTERMEDIATE,Apache Junction,0.747643979,3.8,Maricopa County Parks,136,105,4,7,1927,1797,Unknown,Allowed
black rock loop,1.8,INTERMEDIATE,Flowing Wells,0.746596859,3.8,Sonoran Desert Mountain Bicyclists,88,85,2,4,2582,2522,Unknown,Unknown
corona de loma,1.6,DIFFICULT,Guadalupe,0.745549738,3.5,City of Phoenix - Trails and Desert Preserves,120,843,11,25,2354,1631,Leashed,Allowed
campbell mesa loop trail,4.8,EASY/INTERMEDIATE,Flagstaff,0.744502618,3.9,Flagstaff Biking Organization,263,236,2,6,6833,6699,Unknown,Unknown
brewer trail #212,0.8,DIFFICULT,Sedona,0.743455497,4,,1,323,8,20,4597,4275,Unknown,Unknown
mt bigelow,0.9,INTERMEDIATE,Tanque Verde,0.742408377,4,Sonoran Desert Mountain Bicyclists,0,541,12,20,8499,7958,Unknown,Unknown
snake trail,0.5,INTERMEDIATE,West Sedona,0.741361257,3.9,Verde Valley Cyclists Coalition,0,109,4,6,4541,4432,Unknown,Unknown
azt: segment 9 - apache trail to roosevelt,82.1,INTERMEDIATE/DIFFICULT,Superior,0.740314136,4,,5603,5771,3,14,2987,1672,Unknown,Unknown
the divide trail,2,EASY,Carefree,0.739267016,3.9,City of Scottsdale,39,61,1,3,2972,2933,Unknown,Unknown
champagne,4.1,INTERMEDIATE,Fortuna Foothills,0.738219895,4,Desert Mountain Bikers of Yuma,499,211,3,10,682,216,Unknown,Unknown
stagecoach trail,2.4,EASY,Carefree,0.737172775,4,City of Scottsdale,34,107,1,6,2902,2825,Leashed,Unknown
azt: segment 12 - flagstaff to south kaibab,107.2,EASY/INTERMEDIATE,Flagstaff,0.736125654,4,,6300,6238,2,28,9016,6131,Unknown,Unknown
andrews-kinsey trail,2.5,INTERMEDIATE,Fountain Hills,0.735078534,4,,467,349,6,21,2952,2665,Unknown,Not Allowed
surprise spring trail #350,1.4,INTERMEDIATE,Williamson,0.734031414,4,Prescott Mountain Bike Alliance,0,279,4,9,5896,5617,Unknown,Unknown
upper raptor,2.6,INTERMEDIATE,Cottonwood,0.732984293,4,USFS - Coconino National Forest Office,440,8,3,26,4300,3866,Unknown,Unknown
long loop,9.7,INTERMEDIATE/DIFFICULT,Avondale,0.731937173,3.4,Maricopa County Parks,790,774,3,16,1441,1010,No Dogs,Allowed
badger mountain trail #329,7,INTERMEDIATE,Prescott,0.730890052,4,Prescott Mountain Bike Alliance,339,1094,4,18,6311,5519,Leashed,Unknown
azt: segment 5 - redington pass and the mighty catalinas,46.9,INTERMEDIATE/DIFFICULT,Tanque Verde,0.729842932,4,,8615,3469,5,27,8178,2752,Unknown,Unknown
copper mountain loop,8.7,INTERMEDIATE,Spring Valley,0.728795812,3.8,,525,707,3,12,4412,3954,Unknown,Unknown
pemberton trail,15.7,INTERMEDIATE,Rio Verde,0.727748691,4,,770,768,2,8,2476,1826,Unknown,Unknown
mule deer trail,3.5,INTERMEDIATE,Citrus Park,0.726701571,3.8,,194,208,2,6,1514,1379,Unknown,Allowed
trail 316 - pine lakes trail,1.6,INTERMEDIATE,Prescott,0.72565445,4,Prescott Mountain Bike Alliance,159,211,4,12,5801,5599,Leashed,Unknown
twist & shout trail #372,0.6,EASY/INTERMEDIATE,Prescott,0.72460733,4,USFS - Prescott National Forest Office,14,55,2,5,5733,5679,Leashed,Unknown
pat mullen spur,0.6,INTERMEDIATE/DIFFICULT,Pinetop-Lakeside,0.723560209,4,Pinetop-Lakeside TRACKS,255,0,9,20,7607,7352,Unknown,Unknown
tecolote trail,0.5,DIFFICULT,South Tucson,0.722513089,4,,40,39,3,7,2599,2559,Unknown,Not Allowed
gasline bypass,2.5,INTERMEDIATE,Catalina,0.721465969,4,Sonoran Desert Mountain Bicyclists,123,197,2,10,3935,3796,Unknown,Unknown
connector trail,1.1,EASY/INTERMEDIATE,Fountain Hills,0.720418848,4,USFS - Tonto National Forest Office,119,98,4,6,1833,1714,Unknown,Unknown
mint wash connector trail #352,1.2,DIFFICULT,Williamson,0.719371728,4,USFS - Prescott National Forest Office,45,351,6,14,5794,5444,Leashed,Unknown
wild west trail,0.5,DIFFICULT,Tucson Estates,0.718324607,4,,159,141,11,18,2830,2671,Unknown,Not Allowed
moto trail (upper),1.8,DIFFICULT,Flagstaff,0.717277487,3.8,Flagstaff Biking Organization,620,0,7,16,8366,7746,Unknown,Allowed
arizona trail (highway 89 to schultz pass),6.3,INTERMEDIATE,Flagstaff,0.716230366,3.8,USFS - Coconino National Forest Office,1398,283,5,12,8018,6903,Unknown,Unknown
arizona trail (snowbowl road to schultz pass),6.8,INTERMEDIATE,Flagstaff,0.715183246,3.7,USFS - Coconino National Forest Office,598,188,2,8,8101,7576,Unknown,Unknown
beverly canyon trail,1.7,INTERMEDIATE,Guadalupe,0.714136126,3.5,City of Phoenix - Trails and Desert Preserves,317,158,5,22,1543,1250,Unknown,Allowed
centennial training track,0.6,EASY/INTERMEDIATE,Yuma,0.713089005,4,,12,11,1,2,125,119,Leashed,Not Allowed
eliot ramada loop - around the golf course,2,EASY/INTERMEDIATE,Tempe Junction,0.712041885,3.6,City of Phoenix - Trails and Desert Preserves,29,95,1,2,1301,1206,Unknown,Unknown
willy nilly tractor,1.9,INTERMEDIATE,Prescott,0.710994764,4,Prescott Mountain Bike Alliance,259,140,4,13,5780,5553,Leashed,Unknown
christmas tree loop,1.4,INTERMEDIATE,Tanque Verde,0.709947644,3.6,,57,56,2,4,2872,2819,Unknown,Unknown
garden party trail #324,0.8,INTERMEDIATE,Prescott,0.708900524,4,Prescott Mountain Bike Alliance,174,17,4,9,6036,5879,Unknown,Unknown
tom's thumb trail,4.7,VERY DIFFICULT,Rio Verde,0.707853403,3.7,,1124,1401,10,53,3775,2444,Unknown,Not Allowed
wild burro,2.7,INTERMEDIATE/DIFFICULT,Tortolita,0.706806283,4,"Pima County - Natural Resources, Parks and Recreation",387,44,3,13,3879,3521,Unknown,Unknown
tunnel vision,1.5,INTERMEDIATE,Prescott,0.705759162,4,Prescott Mountain Bike Alliance,64,127,2,7,5848,5759,Leashed,Unknown
chain fruit trail,1,EASY/INTERMEDIATE,Apache Junction,0.704712042,4,,92,0,2,6,1976,1884,Leashed,Allowed
dawa trail,1.7,INTERMEDIATE/DIFFICULT,West Sedona,0.703664921,3.5,Verde Valley Cyclists Coalition,83,153,3,7,4506,4384,Unknown,Unknown
clark springs trail #40,2.1,DIFFICULT,Williamson,0.702617801,4,USFS - Prescott National Forest Office,1,784,7,19,6410,5627,Leashed,Unknown
golden gate trail,2.6,INTERMEDIATE/DIFFICULT,Tucson Estates,0.701570681,3.5,Sonoran Desert Mountain Bicyclists,619,43,5,21,3194,2607,Unknown,Unknown
locomotive rock,2.6,INTERMEDIATE,Ajo,0.70052356,4,BLM Arizona - Hassayampa Field Office,95,181,2,7,1957,1855,Leashed,Unknown
clark spring trail #124,2.3,DIFFICULT,Sierra Vista Southeast,0.69947644,4,Dawn to Dust,131,394,4,15,6120,5730,Unknown,Unknown
#322 circle connection trail,0.7,EASY,Prescott,0.698429319,4,Prescott Mountain Bike Alliance,126,4,3,7,6227,6104,Unknown,Unknown
westside,4.8,INTERMEDIATE/DIFFICULT,Yuma,0.697382199,4,Desert Mountain Bikers of Yuma,499,353,3,12,491,192,Unknown,Unknown
roller coaster trail,0.3,EASY/INTERMEDIATE,Flowing Wells,0.696335079,4,Pima County Parks and Recreation,18,5,1,4,2491,2475,Leashed,Unknown
wildlife corridor trail,1.7,INTERMEDIATE,Oracle,0.695287958,4,,34,307,4,14,4358,4085,Unknown,Unknown
wagner,1.1,EASY,Rio Verde,0.694240838,4,Maricopa County Parks,119,2,2,3,2096,1976,Unknown,Allowed
fs 6275,3.2,INTERMEDIATE,Flagstaff,0.693193717,4,,1157,2,7,15,8622,7465,Unknown,Unknown
mariposa trail,1.6,INTERMEDIATE,Oracle,0.692146597,4,,210,144,4,12,4389,4268,Unknown,Unknown
tortoise,0.7,EASY/INTERMEDIATE,Rio Verde,0.691099476,4,Maricopa County Parks,88,1,2,4,1963,1875,Unknown,Allowed
rough rider trail,0.5,EASY,Cave Creek,0.690052356,4,,31,0,1,3,1644,1613,Unknown,Unknown
starr pass trail,4.9,INTERMEDIATE/DIFFICULT,Tucson Estates,0.689005236,3.7,,266,372,2,9,2865,2683,Unknown,Unknown
twisted sister,2,INTERMEDIATE/DIFFICULT,Fountain Hills,0.687958115,3.7,,155,415,5,15,1825,1436,Leashed,Unknown
bct: table mesa to black canyon city,12.5,DIFFICULT,New River,0.686910995,4,,1356,1223,4,11,2495,1751,Unknown,Allowed
dreamy draw nature trail,0.9,EASY,Paradise Valley,0.685863874,4,City of Phoenix - Trails and Desert Preserves,80,77,3,7,1500,1420,Leashed,Unknown
overton trail,1.8,INTERMEDIATE,Cave Creek,0.684816754,3.7,,62,391,5,11,2445,2057,Unknown,Allowed
camaro loop,2.1,INTERMEDIATE,Drexel Heights,0.683769634,3.7,Sonoran Desert Mountain Bicyclists,109,106,2,6,2637,2552,Unknown,Not Allowed
williams peak trail #738,1.1,INTERMEDIATE,Prescott,0.682722513,4,,189,3,3,8,6215,6029,Unknown,Unknown
maricopa trail (bronco - sonoran),3.4,EASY,Carefree,0.681675393,4,,20,365,2,6,3234,2883,Unknown,Unknown
west wetlands path,1.1,EASY,Yuma,0.680628272,4,Desert Mountain Bikers of Yuma,17,11,0,2,133,120,Leashed,Unknown
forces of nature,1.8,INTERMEDIATE/DIFFICULT,Flagstaff,0.679581152,3.8,Flagstaff Biking Organization,276,137,4,14,7172,6977,Unknown,Unknown
quartz trail,2.9,INTERMEDIATE,Fountain Hills,0.678534031,3.8,Maricopa County Parks,476,22,3,14,1991,1517,Unknown,Not Allowed
skyline crest,1.4,INTERMEDIATE,Buckeye,0.677486911,4,,116,503,9,40,2114,1611,Unknown,Allowed
maricopa trail: apache peak run - new river,3,DIFFICULT,Anthem,0.676439791,4,,336,258,4,21,2252,2046,Off-leash,Unknown
friendly fair trail,3.1,INTERMEDIATE,Lake Havasu City,0.67539267,4,BLM Lake Havasu Field Office,174,172,2,9,962,861,Off-leash,Unknown
glassford summit trail,2.2,INTERMEDIATE,Prescott Valley,0.67434555,4,,936,0,8,27,6124,5187,Leashed,Unknown
gooseneck trail,6.8,EASY/INTERMEDIATE,Rio Verde,0.673298429,3.6,City of Scottsdale,352,279,2,7,2635,2506,Leashed,Not Allowed
sawmill connector #636a,4.5,INTERMEDIATE,Show Low,0.672251309,4,Pinetop-Lakeside TRACKS,349,249,2,12,6925,6799,Unknown,Unknown
radar loop,1.6,EASY,Kachina Village,0.671204188,4,,94,94,2,8,7022,6983,Unknown,Unknown
butte creek trail #321,1.9,DIFFICULT,Prescott,0.670157068,4,,4,451,5,14,6093,5646,Unknown,Unknown
hidden valley trail #374,0.4,INTERMEDIATE,Prescott,0.669109948,4,USFS - Prescott National Forest Office,0,134,6,14,5814,5679,Leashed,Unknown
scorpion,2.3,INTERMEDIATE,Apache Junction,0.668062827,4,,1,417,3,7,1871,1456,Leashed,Unknown
alpe d'huez,1.2,INTERMEDIATE,Apache Junction,0.667015707,4,Hawes Trail Alliance,491,4,8,21,2632,2145,Unknown,Unknown
moss wash ohv trail route 7200,5.8,DIFFICULT,Kingman,0.665968586,4,Colorado River Area Trail Alliance,61,1303,4,16,5666,4424,Unknown,Allowed
dry lakes vista,0.9,EASY,Flagstaff,0.664921466,4,USFS - Coconino National Forest Office,45,11,1,3,8351,8309,Unknown,Unknown
lance's trail,1.4,INTERMEDIATE,Apache Junction,0.663874346,4,,83,224,4,9,2105,1896,Leashed,Unknown
phone trail,0.3,INTERMEDIATE,Village of Oak Creek (Big Park),0.662827225,4,Verde Valley Cyclists Coalition,1,10,1,1,4329,4320,Unknown,Unknown
w naranja drive multi purpose path,1.5,INTERMEDIATE,Tortolita,0.661780105,4,,13,42,1,2,2716,2685,Unknown,Unknown
tucson estates trail,1.3,EASY,Tucson Estates,0.660732984,4,,222,1,3,5,2862,2642,Unknown,Not Allowed
trail 328 - piglet trail,0.6,INTERMEDIATE,Prescott,0.659685864,4,Prescott Mountain Bike Alliance,5,178,6,9,5814,5641,Leashed,Unknown
palisade trail,1.2,INTERMEDIATE,Anthem,0.658638743,4,City of Phoenix - Trails and Desert Preserves,277,174,7,21,1868,1591,Leashed,Unknown
osprey connector #636c,2.5,INTERMEDIATE,Lake of the Woods,0.657591623,4,Pinetop-Lakeside TRACKS,114,201,2,14,6935,6751,Unknown,Unknown
bail trail,0.3,EASY/INTERMEDIATE,Village of Oak Creek (Big Park),0.656544503,3.8,,0,102,6,8,4398,4296,Unknown,Unknown
front yard,1.4,INTERMEDIATE,Yuma,0.655497382,4,,139,6,2,5,329,192,Unknown,Unknown
legacy trail,1.2,INTERMEDIATE,Prescott,0.654450262,4,,182,120,5,14,5361,5275,Unknown,Unknown
cactus wren trail,1.5,INTERMEDIATE,Cave Creek,0.653403141,3.8,Cave Creek Bicycle Association,57,89,2,5,1790,1724,Unknown,Unknown
tatanka,2,INTERMEDIATE,Prescott,0.652356021,4,Prescott Mountain Bike Alliance,74,206,3,8,5865,5706,Leashed,Unknown
harv's howl,0.4,INTERMEDIATE/DIFFICULT,Buckeye,0.651308901,3.8,,79,3,4,13,1128,1050,Unknown,Unknown
blm trail,1.1,INTERMEDIATE,Prescott,0.65026178,4,Prescott Mountain Bike Alliance,2,284,5,10,5936,5654,Leashed,Unknown
bowen trail,0.8,DIFFICULT,Tucson Estates,0.64921466,4,Pima County Parks and Recreation,56,80,3,7,2822,2742,Unknown,Not Allowed
zygomatic,0.8,INTERMEDIATE,Prescott,0.648167539,4,Prescott Mountain Bike Alliance,1,201,5,14,5918,5718,Leashed,Unknown
coyote canyon trail,1.3,INTERMEDIATE,Carefree,0.647120419,4,,119,24,2,7,2835,2725,Leashed,Unknown
mariposa trail,0.5,EASY,Tucson Estates,0.646073298,4,Sonoran Desert Mountain Bicyclists,17,15,1,2,2599,2582,Unknown,Unknown
unnamed trail,1.7,EASY/INTERMEDIATE,Green Valley,0.645026178,4,,141,32,2,5,3161,3051,Unknown,Unknown
solifuge connector,0.5,INTERMEDIATE/DIFFICULT,Ajo,0.643979058,4,BLM - Lower Sonoran Field Office,26,35,2,4,1772,1744,Unknown,Unknown
cunningham trail,3.9,EASY,Swift Trail Junction,0.642931937,4,,175,395,3,9,9202,8883,Unknown,Unknown
36th street trail alternate,0.8,INTERMEDIATE,Tucson Estates,0.641884817,4,"Pima County - Natural Resources, Parks and Recreation",51,18,2,8,2630,2586,Unknown,Not Allowed
kerr jar trail,0.9,INTERMEDIATE,Tucson Estates,0.640837696,4,Sonoran Desert Mountain Bicyclists,39,19,1,6,2643,2605,Unknown,Unknown
coatimundi trail,1.1,EASY/INTERMEDIATE,Tucson Estates,0.639790576,4,,106,0,2,4,2658,2553,Unknown,Not Allowed
powerline trail,0.2,EASY,Prescott,0.638743455,4,,59,0,5,10,5559,5499,Unknown,Unknown
d road (8112 d road),0.9,INTERMEDIATE,Ajo,0.637696335,4,BLM - Lower Sonoran Field Office,10,139,3,10,1824,1693,Unknown,Unknown
west butte trail,1.5,INTERMEDIATE,Casa Grande,0.636649215,4,Casa Grande Parks & Recreation,129,251,5,12,1749,1510,Unknown,Unknown
barb's trail,0.7,EASY,Carefree,0.635602094,4,City of Scottsdale,62,4,2,4,2753,2691,Leashed,Not Allowed
desperado trail,0.5,INTERMEDIATE,Carefree,0.634554974,4,,15,23,1,3,2828,2811,Leashed,Unknown
pile,0.2,DIFFICULT,Eagar,0.633507853,4,,0,171,19,27,10134,9963,No Dogs,Unknown
east butte connector,0.8,EASY,Casa Grande,0.632460733,4,Casa Grande Parks & Recreation,24,9,1,2,1626,1609,Unknown,Unknown
saguaro rib,0.2,EASY,Tucson Estates,0.631413613,4,,1,16,1,2,2735,2719,Unknown,Not Allowed
roadrunner,1.5,INTERMEDIATE,Ajo,0.630366492,4,Bike Ajo,3,86,1,3,1700,1616,Unknown,Unknown
batamote view,2.3,INTERMEDIATE/DIFFICULT,Ajo,0.629319372,4,,73,71,1,2,1623,1551,Unknown,Unknown
ed's climb,0.2,DIFFICULT,Ajo,0.628272251,4,Bike Ajo,56,3,7,15,1891,1835,Unknown,Unknown
lagarto se,0.5,INTERMEDIATE,Ajo,0.627225131,4,Bike Ajo,3,37,2,3,1813,1778,Unknown,Unknown
escaping the vortex,0.6,EASY/INTERMEDIATE,Ajo,0.62617801,4,Bike Ajo,49,0,2,4,1674,1625,Unknown,Unknown
lava run,2.4,EASY/INTERMEDIATE,Ajo,0.62513089,4,Bike Ajo,91,8,1,2,1756,1670,Unknown,Unknown
juan bautista de anza nat'l historic trail: tumacacori - calabâ€¦,8.4,EASY/INTERMEDIATE,Tubac,0.62408377,4,,191,47,1,4,3415,3271,Unknown,Unknown
faithful to mã©xico,0.9,INTERMEDIATE,Ajo,0.623036649,4,Bike Ajo,22,103,3,7,2040,1937,Unknown,Unknown
centruroides,1.2,EASY/INTERMEDIATE,Ajo,0.621989529,4,Bike Ajo,69,63,2,5,1937,1868,Unknown,Unknown
pequeã±o ajo loop,1.5,DIFFICULT,Ajo,0.620942408,4,,272,272,7,17,1954,1769,Unknown,Unknown
fattire mike,0.8,INTERMEDIATE,Ajo,0.619895288,4,,22,3,1,2,1535,1516,Unknown,Unknown
noah's cutoff,2.6,INTERMEDIATE,Ajo,0.618848168,4,Bike Ajo,70,15,1,2,1561,1500,Unknown,Unknown
matt's loop: west,2.8,INTERMEDIATE,Ajo,0.617801047,4,Bike Ajo,0,133,1,1,1849,1717,Unknown,Unknown
pinnacle,0.6,DIFFICULT,Ajo,0.616753927,4,,44,126,6,13,2125,2001,Unknown,Unknown
batamote basin,7,INTERMEDIATE/DIFFICULT,Ajo,0.615706806,4,Bike Ajo,248,82,1,4,1674,1448,Unknown,Unknown
the rattlesnake (childs mountain),7.3,INTERMEDIATE,Ajo,0.614659686,4,,1396,24,4,11,2823,1447,Unknown,Unknown
desert luge west (blm 8111b),4.3,EASY/INTERMEDIATE,Ajo,0.613612565,4,Bike Ajo,0,302,1,3,1751,1449,Unknown,Unknown
heloderma (8112h),1.4,INTERMEDIATE,Ajo,0.612565445,4,Bike Ajo,187,7,3,7,1871,1690,Unknown,Unknown
jumping jacks cut,0.3,INTERMEDIATE,Apache Junction,0.611518325,4,,0,82,5,7,1872,1790,Leashed,Unknown
