trail_name,length,difficulty,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Rockstacker,"1.6
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/171586/rockstacker,"Moab, UT",#95,4.2 (21),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,139',247',5%,20%,"4,634'","4,491'",Leashed,Not Allowed
Guacamole,"2.2
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7008986/guacamole,"Springdale, UT",#96,4.2 (22),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,121',112',2%,7%,"4,604'","4,511'",Off-leash,Unknown
Old Juniper Trail,"5.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7000657/old-juniper-trail,"Hyde Park, UT",#97,4.5 (16),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,"1,828'",62',7%,16%,"7,238'","5,411'",Unknown,Unknown
Flying Dog,"6.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/4169200/flying-dog,"Summit Park, UT",#98,4.5 (13),Basin Recreation,http://basinrecreation.org/,,,"1,027'",959',6%,21%,"7,770'","6,836'",Unknown,Unknown
Spiro Trail,"3.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/3589052/spiro-trail,"Park City, UT",#99,4.2 (22),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,,,"1,330'",15',8%,17%,"8,257'","6,943'",Unknown,Unknown
Mormon Pioneer Trail,"10.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/5701996/mormon-pioneer-trail,"Summit Park, UT",#100,3.9 (27),,,,,"1,648'","1,554'",6%,24%,"7,423'","5,843'",No Dogs,Unknown
Jazz-Chrome Molly,"5.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7018149/jazz-chrome-molly,"Vernal, UT",#101,4.6 (14),,,,,602',704',4%,15%,"6,087'","5,725'",Off-leash,Unknown
Glenwild Loop,"6.1
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/4167801/glenwild-loop,"Snyderville, UT",#102,4.0 (25),Basin Recreation,http://basinrecreation.org/,,,795',795',5%,17%,"7,119'","6,427'",Off-leash,Unknown
Windmill Trail,"1.3
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/4216122/windmill-trail,"Hurricane, UT",#103,4.6 (13),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,0',115',2%,3%,"5,181'","5,067'",Unknown,Unknown
Hazard County,"3.1
    mi",DIFFICULT,https://www.mtbproject.com/trail/7003231/hazard-county,"Moab, UT",#104,4.2 (20),,,,,166',"1,197'",8%,44%,"9,507'","8,312'",Leashed,Not Allowed
Jacob's Ladder,"1.5
    mi",DIFFICULT,https://www.mtbproject.com/trail/7039015/jacobs-ladder,"Alpine, UT",#105,4.6 (11),,,,,0',887',11%,23%,"6,620'","5,733'",No Dogs,Unknown
Eagle Eye,"2.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7056050/eagle-eye,"Moab, UT",#106,5.0 (4),,,,,13',753',6%,15%,"7,268'","6,528'",Leashed,Not Allowed
Ghost Falls Trail,"1.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7018078/ghost-falls-trail,"Draper, UT",#107,4.3 (19),,,,,9',604',7%,15%,"5,725'","5,129'",No Dogs,Allowed
North Point Loop,"4.1
    mi",DIFFICULT,https://www.mtbproject.com/trail/7008665/north-point-loop,"Hurricane, UT",#108,4.7 (10),,,,,484',491',4%,34%,"5,625'","5,369'",Off-leash,Unknown
Lazy,"1.5
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/173483/lazy,"Moab, UT",#109,4.0 (23),,,,,80',148',3%,6%,"4,715'","4,600'",Leashed,Not Allowed
The Dropout,"0.8
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7009709/the-dropout,"Summit Park, UT",#110,4.5 (14),,,,,0',311',7%,14%,"6,733'","6,423'",No Dogs,Not Allowed
Twisted Tree,"1.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/5088140/twisted-tree,"Moab, UT",#111,4.5 (13),Dead Horse Point State Park,http://www.stateparks.utah.gov/parks/dead-horse,,,46',126',2%,7%,"5,935'","5,845'",No Dogs,Allowed
Practice Loop,"1.6
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7013514/practice-loop,"Enoch, UT",#112,4.6 (11),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - Cedar City,http://www.blm.gov/ut/st/en/fo/cedar_city.html,96',94',2%,6%,"5,848'","5,752'",Off-leash,Unknown
White Rock Loop,"7.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7000542/white-rock-loop,"Syracuse, UT",#113,4.0 (23),Utah State Parks,http://stateparks.utah.gov/,,,575',579',3%,11%,"4,765'","4,246'",Leashed,Allowed
Mendon Bench Non-Motorized Trail,"2.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7038656/mendon-bench-non-motorized-trail,"Mendon, UT",#114,4.4 (14),,,,,312',275',4%,11%,"5,499'","5,360'",Unknown,Unknown
Wild Rose Loop,"1.8
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/5191486/wild-rose-loop,"North Salt Lake, UT",#115,4.2 (19),"City of North Salt Lake, UT - Parks and Recreation",http://www.nslcity.org/index.aspx?nid=95,,,333',285',6%,14%,"5,546'","5,218'",Unknown,Unknown
Earl's Trail,"0.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7013567/earls-trail,"Enoch, UT",#116,5.0 (3),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - Cedar City,http://www.blm.gov/ut/st/en/fo/cedar_city.html,94',7',3%,11%,"6,137'","6,050'",Unknown,Unknown
Somewhere Elks,"1.0
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7001692/somewhere-elks,"Snyderville, UT",#117,4.8 (6),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Park City Municipal,http://parkcity.org/,18',352',7%,15%,"7,136'","6,784'",Off-leash,Unknown
Desolation Trail #19 (Non Wilderness Section),"3.2
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7054734/desolation-trail-19-non-wilderness-section,"Alta, UT",#118,5.0 (2),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,"1,254'",457',10%,25%,"9,548'","8,295'",No Dogs,Unknown
Crossroads,"1.6
    mi",EASY,https://www.mtbproject.com/trail/5086798/crossroads,"Moab, UT",#119,4.2 (18),Dead Horse Point State Park,http://www.stateparks.utah.gov/parks/dead-horse,,,35',132',2%,7%,"6,001'","5,887'",No Dogs,Allowed
Cutler's Twist,"1.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7050696/cutlers-twist,"Liberty, UT",#120,5.0 (2),"Weber County Government, Ogden, UT - Parks",http://www.co.weber.ut.us/parks/,,,45',343',5%,29%,"6,079'","5,742'",Leashed,Allowed
Big Mountain Trail,"5.7
    mi",DIFFICULT,https://www.mtbproject.com/trail/7026149/big-mountain-trail,"Alta, UT",#121,4.4 (13),,,,,1',"2,376'",8%,26%,"10,834'","8,460'",No Dogs,Unknown
Blue Loop,"1.4
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7045115/blue-loop,"Fruit Heights, UT",#122,4.6 (10),,,,,168',171',5%,13%,"4,847'","4,676'",Unknown,Unknown
Downhill Track,"0.2
    mi",DIFFICULT,https://www.mtbproject.com/trail/7050698/downhill-track,"Logan, UT",#123,5.0 (2),,,,,1',4',1%,1%,"4,487'","4,484'",Leashed,Not Allowed
Main Medium Loop,"0.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7050683/main-medium-loop,"Logan, UT",#124,5.0 (2),"Logan City, UT - Parks and Recreation",https://www.loganutah.org/government/departments/parks_and_recreation/index.php,,,1',1',0%,1%,"4,487'","4,485'",Leashed,Not Allowed
West Upper Trail,"1.1
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/7003139/west-upper-trail,"Maeser, UT",#125,5.0 (2),BLM Utah - Vernal Office,http://www.blm.gov/ut/st/en/fo/vernal.html,,,0',552',10%,16%,"7,698'","7,146'",Unknown,Unknown
Main Large Loop,"0.2
    mi",DIFFICULT,https://www.mtbproject.com/trail/7050675/main-large-loop,"Logan, UT",#126,5.0 (2),"Logan City, UT - Parks and Recreation",https://www.loganutah.org/government/departments/parks_and_recreation/index.php,,,1',1',0%,1%,"4,486'","4,485'",Leashed,Not Allowed
Trail 365,"2.0
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7047952/trail-365,"Liberty, UT",#127,4.8 (5),,,,,286',197',5%,18%,"5,809'","5,547'",Leashed,Allowed
Corvair,"1.4
    mi",DIFFICULT,https://www.mtbproject.com/trail/5511358/corvair,"Park City, UT",#128,4.7 (7),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,"City of Draper, UT - Parks and Trails",http://www.draper.ut.us/index.aspx?nid=116,0',420',6%,13%,"8,849'","8,429'",Unknown,Unknown
Raven Roll,"1.7
    mi",EASY,https://www.mtbproject.com/trail/202697/raven-roll,"Moab, UT",#129,4.2 (18),Moab Trails Alliance,https://www.mtbproject.com/club/325553/moab-trails-alliance,Dead Horse Point State Park,http://www.stateparks.utah.gov/parks/dead-horse,33',118',2%,6%,"6,004'","5,901'",No Dogs,Allowed
Boulder Dash,"0.7
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/7040583/boulder-dash,"Cedar City, UT",#130,4.7 (7),,,,,288',58',10%,22%,"6,801'","6,513'",Unknown,Unknown
Perry Canyon Trail (Grizzly Peak),"9.7
    mi",DIFFICULT,https://www.mtbproject.com/trail/7053908/perry-canyon-trail-grizzly-peak,"Perry, UT",#131,5.0 (1),,,,,"4,401'",156',9%,32%,"8,759'","4,514'",Unknown,Unknown
Virgin River Rim Trail: Strawberry Point to Cascade Falls,"10.9
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7021963/virgin-river-rim-trail-strawberry-point-to-cascade-falls,"Springdale, UT",#132,5.0 (1),USFS - Dixie National Forest Office,http://www.fs.usda.gov/dixie,,,"1,952'","1,283'",6%,23%,"9,576'","8,414'",Unknown,Unknown
Long Canyon Road,"7.7
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7051131/long-canyon-road,"Moab, UT",#133,5.0 (1),,,,,60',"2,200'",6%,21%,"6,109'","3,969'",Unknown,Unknown
Blue Lake Trail #172,"3.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7029555/blue-lake-trail-172,"Beaver, UT",#134,5.0 (1),,,,,0',"1,444'",8%,21%,"11,108'","9,665'",Off-leash,Unknown
Tushar Ridge #176,"3.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7019956/tushar-ridge-176,"Junction, UT",#135,4.8 (5),USFS - Fishlake National Forest Office,http://www.fs.usda.gov/fishlake,,,283',"1,443'",8%,34%,"10,171'","8,866'",Off-leash,Unknown
Roller Coaster,"0.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7021416/roller-coaster,"Moab, UT",#136,4.1 (19),,,,,26',105',4%,7%,"4,460'","4,381'",Leashed,Not Allowed
Paradise Canyon,"3.0
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7005760/paradise-canyon,"Parowan, UT",#137,5.0 (1),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,USFS - Dixie National Forest Office,http://www.fs.usda.gov/dixie,14',"1,599'",10%,36%,"10,617'","9,033'",Unknown,Unknown
Beginner Trail,"3.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7028426/beginner-trail,"Kamas, UT",#138,5.0 (1),,,,,905',229',6%,13%,"7,423'","6,519'",Off-leash,Unknown
BLT,"1.2
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7053909/blt,"Snyderville, UT",#139,5.0 (1),,,,,257',63',5%,12%,"6,986'","6,729'",Unknown,Not Allowed
Virgin River Rim Trail: Cascade Falls to Te-Ah Campground,"6.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7021964/virgin-river-rim-trail-cascade-falls-to-te-ah-campground,"Parowan, UT",#140,5.0 (1),USFS - Dixie National Forest Office,http://www.fs.usda.gov/dixie,,,443',853',4%,19%,"9,763'","9,173'",Unknown,Unknown
RADke,"1.5
    mi",DIFFICULT,https://www.mtbproject.com/trail/7053473/radke,"Kamas, UT",#141,5.0 (1),,,,,0',690',9%,17%,"7,195'","6,506'",Off-leash,Unknown
White Dog,"0.4
    mi",EASY,https://www.mtbproject.com/trail/7029368/white-dog,"Alpine, UT",#142,5.0 (1),,,,,0',75',4%,12%,"5,394'","5,318'",Unknown,Unknown
No Worries,"2.2
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7055309/no-worries,"Summit Park, UT",#143,5.0 (1),,,,,36',803',7%,27%,"7,665'","6,898'",Unknown,Not Allowed
FS Road 1674,"1.3
    mi",DIFFICULT,https://www.mtbproject.com/trail/7032338/fs-road-1674,"Escalante, UT",#144,5.0 (1),,,,,432',0',6%,13%,"8,060'","7,628'",,Unknown
Tanner Hollow - Big John #058,"2.0
    mi",DIFFICULT,https://www.mtbproject.com/trail/7029274/tanner-hollow-big-john-058,"Beaver, UT",#145,5.0 (1),,,,,665',338',10%,20%,"10,157'","9,519'",Off-leash,Unknown
Snow Gauging Trail,"1.4
    mi",DIFFICULT,https://www.mtbproject.com/trail/7039037/snow-gauging-trail,"Cedar Hills, UT",#146,5.0 (1),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,1',642',9%,26%,"8,161'","7,519'",Unknown,Unknown
Sheepherder Hill Trail #99 (Stump Jumper),"4.7
    mi",DIFFICULT,https://www.mtbproject.com/trail/7055055/sheepherder-hill-trail-99-stump-jumper,"Elk Ridge, UT",#147,5.0 (1),"USFS - Uinta, Wasatch & Cache National Forests Office",http://www.fs.usda.gov/uwcnf,,,"1,153'",248',6%,17%,"8,031'","7,126'",Off-leash,Allowed
South Fork Dry Fork,"2.8
    mi",DIFFICULT,https://www.mtbproject.com/trail/7004224/south-fork-dry-fork,"Maeser, UT",#148,5.0 (1),USFS - Ashley National Forest Office,http://www.fs.usda.gov/ashley,,,0',"1,428'",10%,28%,"9,071'","7,643'",Unknown,Unknown
9K Trail,"5.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7055876/9k-trail,"Park City, UT",#149,5.0 (1),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,,,908',527',5%,20%,"9,425'","8,960'",Off-leash,Not Allowed
Deer Camp,"1.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7015541/deer-camp,"Park City, UT",#150,5.0 (1),,,,,167',119',4%,20%,"8,989'","8,822'",Unknown,Unknown
Anticline Access,"0.5
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7012527/anticline-access,"Hurricane, UT",#151,5.0 (1),,,,,2',103',4%,11%,"3,075'","2,972'",Unknown,Unknown
The Farm - Green Trail,"1.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7057991/the-farm-green-trail,"Farmington, UT",#152,5.0 (1),,,,,201',198',5%,14%,"4,760'","4,558'",Unknown,Allowed
Hardlick,"0.8
    mi",DIFFICULT,https://www.mtbproject.com/trail/7057828/hardlick,"Herriman, UT",#153,5.0 (1),"Herriman City, UT - Trails",https://www.herriman.org/community/trails/,,,1',403',9%,24%,"6,219'","5,817'",Unknown,Unknown
Borderline,"1.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/193114/borderline,"Moab, UT",#154,3.4 (32),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,378',8',4%,14%,"4,747'","4,377'",Leashed,Not Allowed
Highlands Trail,"1.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7028647/highlands-trail,"Cedar City, UT",#155,4.6 (8),,,,,9',266',3%,9%,"7,194'","6,937'",Off-leash,Unknown
Retail Sale,"6.2
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7002781/retail-sale,"Maeser, UT",#156,4.3 (15),BLM Utah - Vernal Office,http://www.blm.gov/ut/st/en/fo/vernal.html,,,523',383',3%,12%,"5,353'","5,084'",Off-leash,Unknown
VertiGo,"1.0
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7014697/vertigo,"Moab, UT",#157,3.9 (23),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,64',170',4%,12%,"4,610'","4,464'",Leashed,Unknown
Yellow Trail,"0.6
    mi",DIFFICULT,https://www.mtbproject.com/trail/7002417/yellow-trail,"Hurricane, UT",#158,4.5 (11),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,21',44',2%,8%,"5,395'","5,359'",Unknown,Unknown
Dunestone,"1.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/193352/dunestone,"Moab, UT",#159,4.0 (20),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,189',64',3%,10%,"4,572'","4,388'",Leashed,Not Allowed
Moose Puddle,"3.3
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7039000/moose-puddle,"Snyderville, UT",#160,4.8 (4),Mountain Trails Foundation,https://www.mtbproject.com/club/630847/mountain-trails-foundation,Utah Olympic Legacy Foundation,http://utaholympiclegacy.org/,18',"1,053'",6%,16%,"8,035'","7,001'",Leashed,Unknown
Flying Monkey Trail,"1.5
    mi",VERY DIFFICULT,https://www.mtbproject.com/trail/7003638/flying-monkey-trail,"Toquerville, UT",#161,4.6 (5),,,,,0',"1,024'",13%,40%,"4,885'","3,861'",Unknown,Unknown
Little Canyon,"2.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/195804/little-canyon,"Moab, UT",#162,3.9 (21),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,95',321',3%,8%,"4,906'","4,654'",Leashed,Not Allowed
Jurassic,"3.0
    mi",EASY,https://www.mtbproject.com/trail/4159434/jurassic,"Moab, UT",#163,3.7 (26),,,,,168',114',2%,7%,"4,683'","4,602'",Leashed,Not Allowed
Quail Overlook,"1.5
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7012532/quail-overlook,"Hurricane, UT",#164,4.8 (4),,,,,199',111',4%,13%,"3,082'","2,887'",Unknown,Unknown
Wahoo,"1.6
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/193286/wahoo,"Moab, UT",#165,4.0 (19),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,BLM Utah - Moab Field Office,https://www.blm.gov/office/moab-field-office,206',210',5%,10%,"4,807'","4,598'",Leashed,Not Allowed
Precipice,"0.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/4041069/precipice,"Santa Clara, UT",#166,4.3 (13),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,148',9',3%,15%,"3,294'","3,148'",Unknown,Unknown
Outer Limits,"0.5
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7013566/outer-limits,"Enoch, UT",#167,4.8 (4),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - Cedar City,http://www.blm.gov/ut/st/en/fo/cedar_city.html,6',32',2%,4%,"5,848'","5,816'",Unknown,Unknown
Sweet Pea,"0.3
    mi",EASY/INTERMEDIATE,https://www.mtbproject.com/trail/7013563/sweet-pea,"Enoch, UT",#168,4.8 (4),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - Cedar City,http://www.blm.gov/ut/st/en/fo/cedar_city.html,2',22',1%,4%,"5,888'","5,866'",Unknown,Unknown
Cryptobionic,"3.3
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7008596/cryptobionic,"LaVerkin, UT",#169,4.1 (15),,,,,279',26',2%,9%,"3,919'","3,667'",Unknown,Unknown
Ant Farm,"0.5
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7006944/ant-farm,"Summit Park, UT",#170,4.5 (8),,,,,0',200',7%,14%,"6,733'","6,532'",Unknown,Unknown
Wild Rose Lower Downhill,"0.3
    mi",DIFFICULT,https://www.mtbproject.com/trail/5193881/wild-rose-lower-downhill,"North Salt Lake, UT",#171,4.4 (10),"City of North Salt Lake, UT - Parks and Recreation",http://www.nslcity.org/index.aspx?nid=95,,,0',144',10%,14%,"5,416'","5,272'",Unknown,Unknown
Three Falls Trail,"2.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7031801/three-falls-trail,"Alpine, UT",#172,4.6 (5),,,,,145',591',5%,16%,"6,261'","5,696'",Unknown,Allowed
Salt on the Rim,"1.0
    mi",DIFFICULT,https://www.mtbproject.com/trail/7008919/salt-on-the-rim,"Springdale, UT",#173,4.4 (9),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,120',74',4%,13%,"4,602'","4,522'",Off-leash,Unknown
Phosphate,"3.7
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7024052/phosphate,"Midway, UT",#174,4.6 (5),Utah State Parks,http://stateparks.utah.gov/,,,585',486',5%,19%,"6,769'","6,241'",Unknown,Allowed
Stucki Springs Trail,"5.9
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/4414519/stucki-springs-trail,"Santa Clara, UT",#175,3.9 (18),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - St. George Field Office,http://www.blm.gov/ut/st/en/fo/st__george.html,503',330',3%,8%,"3,343'","2,847'",Unknown,Unknown
Shortcut (Sunnyside),"0.4
    mi",INTERMEDIATE,https://www.mtbproject.com/trail/7013543/shortcut-sunnyside,"Enoch, UT",#176,4.6 (5),Trail Alliance of Southern Utah (TASU),https://www.mtbproject.com/club/31800/trail-alliance-of-southern-utah-tasu,BLM Utah - Cedar City,http://www.blm.gov/ut/st/en/fo/cedar_city.html,51',4',2%,8%,"6,029'","5,978'",Unknown,Unknown
Warner Lake Trail,"2.2
    mi",DIFFICULT,https://www.mtbproject.com/trail/7008403/warner-lake-trail,"Moab, UT",#177,4.7 (3),Moab Trail Mix,https://www.mtbproject.com/club/7000305/moab-trail-mix,"USFS - Grand Mesa, Uncompahgre, and Gunnison Nat. Forests",http://www.fs.usda.gov/main/gmug/home,180',463',6%,18%,"9,627'","9,319'",Leashed,Not Allowed
Split Rock Loop,"5.1
    mi",INTERMEDIATE/DIFFICULT,https://www.mtbproject.com/trail/7000545/split-rock-loop,"Syracuse, UT",#178,4.7 (3),Utah State Parks,http://stateparks.utah.gov/,,,745',754',6%,48%,"4,866'","4,252'",Unknown,Allowed
