trail_name,length,difficulty,longitude,latitude,trail_link,city,popularity,rating,local_club,local_club_site,land_manager,land_manager_site,tot_climb,tot_descent,ave_grade,max_grade,max_elevation,min_elevation,dog_policy,e_bike_policy
Donahue Trail #27,"0.7
    mi",INTERMEDIATE,34.374309,-111.443171,https://www.mtbproject.com/trail/7017543/donahue-trail-27,"Pine, AZ",#78,5.0 (1),Rim Country Mountain Biking Association,https://www.mtbproject.com/club/7000249/rim-country-mountain-biking-association,USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,169',2',4%,11%,"5,548'","5,381'",Unknown,Unknown
Clubhouse Trail,"0.9
    mi",EASY,33.689206,-111.991206,https://www.mtbproject.com/trail/7052371/clubhouse-trail,"Cave Creek, AZ",#79,5.0 (1),,,,,57',2',1%,3%,"1,669'","1,614'",Leashed,Allowed
Ledge-n-airy,"0.8
    mi",INTERMEDIATE/DIFFICULT,34.849127,-111.849425,https://www.mtbproject.com/trail/7051890/ledge-n-airy,"West Sedona, AZ",#80,5.0 (1),,,,,204',2',5%,16%,"4,393'","4,191'",Unknown,Unknown
Flat Rock Trail,"0.5
    mi",INTERMEDIATE,33.834813,-111.976662,https://www.mtbproject.com/trail/7032773/flat-rock-trail,"Cave Creek, AZ",#81,5.0 (1),Maricopa County Parks,http://www.maricopa.gov/parks/,,,145',1',5%,12%,"2,292'","2,149'",Unknown,Allowed
Happy Ending,"0.3
    mi",DIFFICULT,34.575782,-112.543104,https://www.mtbproject.com/trail/7041131/happy-ending,"Prescott, AZ",#82,5.0 (1),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,5',55',3%,6%,"5,750'","5,700'",Leashed,Unknown
FS Road #217,"12.8
    mi",INTERMEDIATE,31.468313,-111.267227,https://www.mtbproject.com/trail/7025742/fs-road-217,"Rio Rico, AZ",#83,5.0 (1),,,,,"1,475'","1,628'",5%,18%,"4,528'","3,561'",Unknown,Unknown
Floaty McZebratail,"1.2
    mi",INTERMEDIATE,32.384085,-112.899088,https://www.mtbproject.com/trail/7057115/floaty-mczebratail,"Ajo, AZ",#84,5.0 (1),BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,2',146',2%,4%,"1,823'","1,679'",Unknown,Unknown
360 Vista,"1.1
    mi",DIFFICULT,32.172893,-111.044103,https://www.mtbproject.com/trail/7011526/360-vista,"Drexel Heights, AZ",#85,4.8 (5),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,104',183',5%,12%,"2,834'","2,651'",Unknown,Unknown
East Butte Trail,"2.7
    mi",INTERMEDIATE,32.806695,-111.697457,https://www.mtbproject.com/trail/7013030/east-butte-trail,"Casa Grande, AZ",#86,5.0 (1),Casa Grande Parks & Recreation,http://www.casagrandeaz.gov/rec/parks/,,,262',291',4%,12%,"1,697'","1,508'",Unknown,Unknown
Powerlines Trail,"0.7
    mi",EASY,33.689558,-111.996434,https://www.mtbproject.com/trail/7052366/powerlines-trail,"Cave Creek, AZ",#87,5.0 (1),,,,,31',0',1%,1%,"1,636'","1,605'",Leashed,Unknown
Sonny's Trail,"1.1
    mi",INTERMEDIATE,34.439545,-114.257691,https://www.mtbproject.com/trail/7015599/sonnys-trail,"Lake Havasu City, AZ",#88,5.0 (1),BLM Lake Havasu Field Office,http://www.blm.gov/az/st/en/fo/lake_havasu_field.html,,,32',215',4%,32%,885',681',Off-leash,Unknown
Inner Loop Connector,"0.4
    mi",EASY,32.025558,-110.569658,https://www.mtbproject.com/trail/7043124/inner-loop-connector,"Vail, AZ",#89,5.0 (1),,,,,86',2',4%,6%,"3,825'","3,739'",Leashed,Unknown
San Tan Trail,"6.6
    mi",INTERMEDIATE,33.16741,-111.636389,https://www.mtbproject.com/trail/4819581/san-tan-trail,"Queen Creek, AZ",#90,3.9 (23),San Tan Shredders,https://www.mtbproject.com/club/5002448/san-tan-shredders,Maricopa County Parks,http://www.maricopa.gov/parks/,602',457',3%,17%,"1,908'","1,682'",Unknown,Allowed
Danny's Climb,"0.8
    mi",INTERMEDIATE/DIFFICULT,32.396267,-112.908736,https://www.mtbproject.com/trail/7057107/dannys-climb,"Ajo, AZ",#91,5.0 (1),BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,168',0',4%,10%,"1,851'","1,683'",Unknown,Unknown
Navigator South,"0.1
    mi",EASY,33.695918,-111.988951,https://www.mtbproject.com/trail/7052383/navigator-south,"Cave Creek, AZ",#92,5.0 (1),,,,,4',0',1%,1%,"1,648'","1,644'",Unknown,Unknown
Cedar Knoll Trail,"0.7
    mi",EASY,34.627201,-111.763177,https://www.mtbproject.com/trail/7044430/cedar-knoll-trail,"Lake Montezuma, AZ",#93,5.0 (1),,,,,41',14',2%,5%,"3,712'","3,677'",Unknown,Unknown
Children's Trail,"0.4
    mi",DIFFICULT,33.964342,-109.563688,https://www.mtbproject.com/trail/7039547/childrens-trail,"Eagar, AZ",#94,5.0 (1),,,,,0',255',12%,24%,"9,821'","9,566'",No Dogs,Unknown
Mano y Mano,"1.2
    mi",DIFFICULT,32.805661,-114.479737,https://www.mtbproject.com/trail/7045501/mano-y-mano,"Yuma, AZ",#95,5.0 (1),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,114',69',3%,9%,435',325',Unknown,Unknown
Johnimal's Junction,"0.6
    mi",DIFFICULT,35.205317,-114.095285,https://www.mtbproject.com/trail/7045975/johnimals-junction,"Kingman, AZ",#96,5.0 (1),City of Kingman,http://www.cityofkingman.gov/,,,11',88',3%,13%,"3,680'","3,597'",,Unknown
Navigator North,"0.1
    mi",EASY,33.697077,-111.987675,https://www.mtbproject.com/trail/7052382/navigator-north,"Cave Creek, AZ",#97,5.0 (1),,,,,11',0',2%,2%,"1,660'","1,649'",Unknown,Unknown
Freemont Bend Trail,"0.4
    mi",EASY,33.689341,-111.996389,https://www.mtbproject.com/trail/7052368/freemont-bend-trail,"Cave Creek, AZ",#98,5.0 (1),,,,,10',4',1%,1%,"1,608'","1,598'",Leashed,Allowed
Cow Poke Trail,"1.0
    mi",EASY,33.78971,-111.788618,https://www.mtbproject.com/trail/7057140/cow-poke-trail,"Carefree, AZ",#99,5.0 (1),City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,137',4',3%,5%,"2,757'","2,624'",Leashed,Not Allowed
Lagarto,"3.4
    mi",INTERMEDIATE,32.307691,-112.878229,https://www.mtbproject.com/trail/7057702/lagarto,"Ajo, AZ",#100,5.0 (1),Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,132',133',1%,8%,"1,855'","1,737'",Unknown,Unknown
Magma,"1.9
    mi",EASY/INTERMEDIATE,32.270678,-112.862554,https://www.mtbproject.com/trail/7057682/magma,"Ajo, AZ",#101,5.0 (1),Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,39',42',1%,4%,"1,674'","1,639'",Unknown,Unknown
Matt's Loop: East,"4.7
    mi",INTERMEDIATE,32.308215,-112.889216,https://www.mtbproject.com/trail/7057631/matts-loop-east,"Ajo, AZ",#102,5.0 (1),Bike Ajo,https://www.mtbproject.com/club/7000569/bike-ajo,BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,123',99',1%,2%,"1,846'","1,737'",Unknown,Unknown
Into The Vortex (BLM 8112J),"1.0
    mi",INTERMEDIATE,32.403306,-112.919264,https://www.mtbproject.com/trail/7057407/into-the-vortex-blm-8112j,"Ajo, AZ",#103,5.0 (1),BLM - Lower Sonoran Field Office,https://www.blm.gov/office/lower-sonoran-field-office,,,111',61',3%,17%,"1,737'","1,626'",Unknown,Unknown
Wild Horse Trail,"3.6
    mi",INTERMEDIATE,33.521899,-111.658928,https://www.mtbproject.com/trail/7024987/wild-horse-trail,"Fountain Hills, AZ",#104,4.3 (15),USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,469',84',3%,8%,"1,883'","1,481'",Unknown,Unknown
Easy Breezy,"2.0
    mi",INTERMEDIATE,34.82515,-111.788878,https://www.mtbproject.com/trail/4933409/easy-breezy,"West Sedona, AZ",#105,4.0 (21),Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,230',0',2%,5%,"4,273'","4,042'",Unknown,Unknown
Black Canyon City Connector,"0.8
    mi",INTERMEDIATE/DIFFICULT,34.052763,-112.151896,https://www.mtbproject.com/trail/4547892/black-canyon-city-connector,"Black Canyon City, AZ",#106,4.6 (8),Black Canyon Trail Coalition,https://www.mtbproject.com/club/4676322/black-canyon-trail-coalition,BLM Arizona - Hassayampa Field Office,http://www.blm.gov/az/st/en/fo/hassayampa_field_office.html,49',33',2%,11%,"2,077'","2,035'",Unknown,Unknown
Gray Fox Trail,"0.9
    mi",EASY/INTERMEDIATE,33.608302,-112.501548,https://www.mtbproject.com/trail/7021208/gray-fox-trail,"Citrus Park, AZ",#107,4.6 (8),Maricopa County Parks,http://www.maricopa.gov/parks/,,,83',3',2%,5%,"1,585'","1,503'",Unknown,Allowed
Aspen Draw,"2.7
    mi",DIFFICULT,32.440439,-110.78564,https://www.mtbproject.com/trail/678823/aspen-draw,"Catalina, AZ",#108,4.5 (11),Tucson Off Road Cyclists & Activists (TORCA),https://www.mtbproject.com/club/7000193/tucson-off-road-cyclists-activists-torca,USFS - Coronado National Forest Office,http://www.fs.usda.gov/coronado,0',"1,280'",9%,55%,"9,077'","7,797'",Unknown,Unknown
Peccary Trail,"0.4
    mi",INTERMEDIATE/DIFFICULT,34.84331,-111.767831,https://www.mtbproject.com/trail/4915800/peccary-trail,"Sedona, AZ",#109,4.3 (15),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,80',0',3%,7%,"4,322'","4,242'",Unknown,Unknown
Cowboy Slickrock,"1.0
    mi",DIFFICULT,32.501895,-110.847111,https://www.mtbproject.com/trail/7017454/cowboy-slickrock,"Catalina, AZ",#110,4.5 (11),,,,,105',192',6%,12%,"3,769'","3,609'",Off-leash,Unknown
Escondido Trail,"6.4
    mi",INTERMEDIATE,33.706501,-111.717624,https://www.mtbproject.com/trail/7000565/escondido-trail,"Rio Verde, AZ",#111,4.0 (20),Desert Foothills Mountain Bike Association,https://www.mtbproject.com/club/6282206/desert-foothills-mountain-bike-association,Maricopa County Parks,http://www.maricopa.gov/parks/,442',648',3%,10%,"1,899'","1,624'",Unknown,Allowed
Country Club #632,"3.4
    mi",EASY/INTERMEDIATE,34.141776,-109.892059,https://www.mtbproject.com/trail/7007980/country-club-632,"Pinetop-Lakeside, AZ",#112,4.3 (13),USFS - Apache & Sitgreaves National Forests Office,http://www.fs.usda.gov/asnf,,,198',191',2%,11%,"7,340'","7,205'",Unknown,Unknown
Little Yeager Canyon Trail #533,"2.1
    mi",DIFFICULT,34.66812,-112.161023,https://www.mtbproject.com/trail/7003736/little-yeager-canyon-trail-533,"Verde Village, AZ",#113,4.8 (4),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,52',917',9%,28%,"6,915'","6,000'",Unknown,Unknown
Spur Cross Trail,"4.2
    mi",INTERMEDIATE/DIFFICULT,33.888447,-111.950764,https://www.mtbproject.com/trail/626579/spur-cross-trail,"Cave Creek, AZ",#114,4.4 (10),Cave Creek Bicycle Association,https://www.mtbproject.com/club/31765/cave-creek-bicycle-association,Maricopa County Parks,http://www.maricopa.gov/parks/,551',263',4%,14%,"2,764'","2,294'",Unknown,Allowed
Little Bear,"3.4
    mi",DIFFICULT,35.279997,-111.598795,https://www.mtbproject.com/trail/979216/little-bear,"Flagstaff, AZ",#115,4.4 (9),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,869',5',5%,12%,"8,424'","7,560'",Unknown,Unknown
North Diablo Trail,"1.3
    mi",INTERMEDIATE/DIFFICULT,33.795466,-111.826239,https://www.mtbproject.com/trail/7038533/north-diablo-trail,"Carefree, AZ",#116,4.4 (10),City of Scottsdale,http://www.scottsdaleaz.gov/preserve,,,77',35',2%,5%,"2,956'","2,888'",Leashed,Not Allowed
Little Cat Trail,"1.0
    mi",INTERMEDIATE,32.192668,-111.068259,https://www.mtbproject.com/trail/7022097/little-cat-trail,"Tucson Estates, AZ",#117,4.1 (15),Sonoran Desert Mountain Bicyclists,https://www.mtbproject.com/club/112648/sonoran-desert-mountain-bicyclists,"Pima County - Natural Resources, Parks and Recreation",http://webcms.pima.gov/government/natural_resources_parks_and_recreation/,62',95',3%,11%,"2,833'","2,780'",No Dogs,Unknown
Helipad Trail,"1.1
    mi",DIFFICULT,33.326455,-112.038601,https://www.mtbproject.com/trail/3637282/helipad-trail,"Guadalupe, AZ",#118,4.3 (12),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,327',77',7%,18%,"1,789'","1,469'",Unknown,Allowed
Dynamite Trail,"2.3
    mi",INTERMEDIATE,33.18747,-111.656718,https://www.mtbproject.com/trail/4532598/dynamite-trail,"Queen Creek, AZ",#119,4.0 (17),Maricopa County Parks,http://www.maricopa.gov/parks/,,,338',163',4%,20%,"1,894'","1,617'",Unknown,Allowed
Estrella Foothills Loop,"7.5
    mi",INTERMEDIATE/DIFFICULT,33.334321,-112.424293,https://www.mtbproject.com/trail/7012975/estrella-foothills-loop,"Goodyear, AZ",#120,3.9 (17),West Valley Trail Alliance,https://www.mtbproject.com/club/7000163/west-valley-trail-alliance,,,509',497',3%,11%,"1,292'","1,038'",Unknown,Unknown
Hawes Trail,"2.1
    mi",DIFFICULT,33.495242,-111.649801,https://www.mtbproject.com/trail/666131/hawes-trail,"Apache Junction, AZ",#121,4.3 (12),USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,57',481',5%,12%,"2,031'","1,607'",Unknown,Unknown
Yeager Cabin Trail #111,"2.0
    mi",INTERMEDIATE,34.690829,-112.156217,https://www.mtbproject.com/trail/7003735/yeager-cabin-trail-111,"Verde Village, AZ",#122,4.6 (5),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,133',517',6%,25%,"7,188'","6,690'",Unknown,Unknown
Arizona Trail (Snowbowl Road to Aspen Corner),"4.8
    mi",INTERMEDIATE,35.283634,-111.711048,https://www.mtbproject.com/trail/936868/arizona-trail-snowbowl-road-to-aspen-corner,"Flagstaff, AZ",#123,4.2 (12),USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,,,"1,235'",62',5%,14%,"8,842'","7,665'",Unknown,Unknown
Painter Boy,"4.9
    mi",INTERMEDIATE,32.721237,-110.910389,https://www.mtbproject.com/trail/7024990/painter-boy,"Catalina, AZ",#124,4.7 (3),,,,,525',256',3%,13%,"4,349'","4,016'",Unknown,Unknown
Moby #737,"2.0
    mi",INTERMEDIATE/DIFFICULT,34.487287,-112.538441,https://www.mtbproject.com/trail/7017743/moby-737,"Prescott, AZ",#125,4.7 (3),Prescott Mountain Bike Alliance,https://www.mtbproject.com/club/31782/prescott-mountain-bike-alliance,USFS - Prescott National Forest Office,http://www.fs.usda.gov/prescott/,69',481',5%,24%,"6,868'","6,435'",Unknown,Unknown
Pyramid,"1.3
    mi",DIFFICULT,34.834013,-111.824335,https://www.mtbproject.com/trail/7038544/pyramid,"West Sedona, AZ",#126,4.3 (10),,,,,38',288',5%,22%,"4,314'","4,063'",Unknown,Unknown
Ryan's Trail,"3.4
    mi",INTERMEDIATE,32.764819,-114.495044,https://www.mtbproject.com/trail/7011359/ryans-trail,"Yuma, AZ",#127,4.7 (3),Desert Mountain Bikers of Yuma,https://www.mtbproject.com/club/7000176/desert-mountain-bikers-of-yuma,BLM Arizona - Yuma Field Office,http://www.blm.gov/az/st/en/prog/recreation/hiking/betty_kitch.html,326',114',2%,12%,408',196',Unknown,Unknown
Saguaro Trail,"3.2
    mi",DIFFICULT,33.499564,-111.676634,https://www.mtbproject.com/trail/7034858/saguaro-trail,"Fountain Hills, AZ",#128,4.4 (8),,,,,332',475',5%,17%,"1,751'","1,370'",,Unknown
Holbert Trail,"2.5
    mi",VERY DIFFICULT,33.338531,-112.052327,https://www.mtbproject.com/trail/4865928/holbert-trail,"Guadalupe, AZ",#129,4.5 (6),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,10',"1,043'",8%,25%,"2,397'","1,362'",Leashed,Allowed
50 Year Trail Segment,"6.8
    mi",INTERMEDIATE,32.417829,-110.93838,https://www.mtbproject.com/trail/4761012/50-year-trail-segment,"Oro Valley, AZ",#130,3.4 (27),,,,,720',165',2%,11%,"3,201'","2,643'",Unknown,Unknown
Saddle Trail,"1.4
    mi",DIFFICULT,33.495594,-111.664084,https://www.mtbproject.com/trail/666170/saddle-trail,"Fountain Hills, AZ",#131,4.5 (6),USFS - Tonto National Forest Office,http://www.fs.usda.gov/tonto/,,,89',271',5%,17%,"1,790'","1,577'",Unknown,Unknown
Huckaby,"3.1
    mi",DIFFICULT,34.866723,-111.748867,https://www.mtbproject.com/trail/4920206/huckaby,"Sedona, AZ",#132,4.2 (12),Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,537',465',6%,23%,"4,539'","4,290'",Unknown,Unknown
Buena Vista Trail #637,"10.1
    mi",INTERMEDIATE/DIFFICULT,34.203931,-110.079708,https://www.mtbproject.com/trail/7037214/buena-vista-trail-637,"Show Low, AZ",#133,4.4 (8),,,,,"1,160'","1,196'",4%,18%,"6,816'","6,526'",,Unknown
Snake Dance Loop,"2.0
    mi",EASY/INTERMEDIATE,32.124528,-110.785792,https://www.mtbproject.com/trail/7009763/snake-dance-loop,"Vail, AZ",#134,3.9 (18),,,,,60',61',1%,4%,"2,935'","2,894'",Unknown,Unknown
Deadmans Pass,"1.3
    mi",INTERMEDIATE,34.907648,-111.849092,https://www.mtbproject.com/trail/4958823/deadmans-pass,"West Sedona, AZ",#135,4.1 (14),Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,196',63',4%,7%,"4,705'","4,518'",Unknown,Unknown
Go John Trail,"5.7
    mi",DIFFICULT,33.832627,-112.001042,https://www.mtbproject.com/trail/7032557/go-john-trail,"Cave Creek, AZ",#136,3.9 (17),,,,,763',758',5%,14%,"2,522'","2,124'",Leashed,Allowed
Submarine Rock Trail,"0.8
    mi",INTERMEDIATE/DIFFICULT,34.837737,-111.753655,https://www.mtbproject.com/trail/4915570/submarine-rock-trail,"Sedona, AZ",#137,4.2 (12),Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,77',54',3%,9%,"4,471'","4,397'",Unknown,Unknown
Girdner Trail,"5.1
    mi",INTERMEDIATE/DIFFICULT,34.887925,-111.822826,https://www.mtbproject.com/trail/4943363/girdner-trail,"West Sedona, AZ",#138,3.3 (28),Verde Valley Cyclists Coalition,https://www.mtbproject.com/club/4920204/verde-valley-cyclists-coalition,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,398',494',3%,12%,"4,601'","4,250'",Unknown,Unknown
Javelina Canyon Trail,"1.9
    mi",INTERMEDIATE/DIFFICULT,33.374269,-111.985843,https://www.mtbproject.com/trail/4608470/javelina-canyon-trail,"Guadalupe, AZ",#139,3.9 (16),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,387',33',4%,11%,"1,613'","1,247'",Unknown,Allowed
Walnut Meadows Loop,"4.0
    mi",EASY,35.201155,-111.560949,https://www.mtbproject.com/trail/921335/walnut-meadows-loop,"Flagstaff, AZ",#140,4.2 (11),Flagstaff Biking Organization,https://www.mtbproject.com/club/910893/flagstaff-biking-organization,USFS - Coconino National Forest Office,http://www.fs.usda.gov/coconino,153',156',1%,9%,"6,866'","6,797'",Unknown,Unknown
Lower Corona de Loma,"1.0
    mi",INTERMEDIATE,33.332992,-112.025081,https://www.mtbproject.com/trail/3589489/lower-corona-de-loma,"Guadalupe, AZ",#141,4.1 (13),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,127',144',5%,18%,"1,615'","1,477'",Unknown,Allowed
Rim Trail,"10.4
    mi",INTERMEDIATE,36.934925,-111.459502,https://www.mtbproject.com/trail/7026481/rim-trail,"Page, AZ",#142,4.2 (9),City of Page Recreation Department,http://www.cityofpage.org/departments/recreation-dept,,,354',354',1%,17%,"4,343'","4,052'",Unknown,Unknown
Mormon Loop Trail,"1.5
    mi",DIFFICULT,33.35489,-112.020464,https://www.mtbproject.com/trail/7020539/mormon-loop-trail,"Guadalupe, AZ",#143,4.3 (6),City of Phoenix - Trails and Desert Preserves,http://phoenix.gov/recreation/rec/parks/preserves/index.html,,,35',416',6%,21%,"1,992'","1,579'",Leashed,Allowed
Maricopa Trail: White Tank - Grand Avenue,"12.7
    mi",EASY/INTERMEDIATE,33.585083,-112.496104,https://www.mtbproject.com/trail/7010993/maricopa-trail-white-tank-grand-avenue,"Citrus Park, AZ",#144,4.1 (11),AZ State Land Department,http://www.azland.gov/,,,51',133',0%,4%,"1,419'","1,337'",Unknown,Allowed
Scorpion,"2.1
    mi",INTERMEDIATE/DIFFICULT,34.846156,-111.828575,https://www.mtbproject.com/trail/7038545/scorpion,"West Sedona, AZ",#145,3.8 (17),,,,,39',447',4%,12%,"4,474'","4,050'",Unknown,Unknown
